Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats
KBANK,±1.1%,6,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,54%,12/22 (5000)
KBANK,±1.1%,6,5,+---,4D_Reversal_Down,Reversal,🟢 UP,59%,13/22 (5000)
KBANK,±1.1%,6,5,-+++,4D_Reversal_Up,Reversal,🟢 UP,31%,6/19 (5000)
KBANK,±1.1%,6,5,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,44%,11/25 (5000)
KBANK,±1.1%,6,5,-+-+,4D_Reversal_Up,Reversal,🟢 UP,54%,12/22 (5000)
KBANK,±1.1%,6,5,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,52%,9/17 (5000)
KBANK,±1.1%,6,5,--++,4D_Reversal_Up,Reversal,🔴 DOWN,36%,12/33 (5000)
KBANK,±1.1%,6,5,--+-,4D_Mixed_--+-,Mixed,🟢 UP,46%,13/28 (5000)
KBANK,±1.1%,6,5,---+,4D_Reversal_Up,Reversal,🟢 UP,55%,22/40 (5000)
KBANK,±1.1%,6,5,----,4_Days_Down,Trend,🟢 UP,58%,10/17 (5000)
KBANK,±1.1%,6,5,+++++,Streak_Up_5,Breakout,🟢 UP,66%,2/3 (5000)
KBANK,±1.1%,6,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,4/4 (5000)
KBANK,±1.1%,6,5,++++++,Streak_Up_6,Breakout,🔴 DOWN,0%,0/1 (5000)
KTB,±2.0%,6,4,+,1_Days_Up,Trend,🟢 UP,42%,232/549 (5000)
KTB,±2.0%,6,4,-,1_Days_Down,Trend,🔴 DOWN,43%,210/486 (5000)
KTB,±2.0%,6,4,++,2_Days_Up,Trend,🟢 UP,46%,43/92 (5000)
KTB,±2.0%,6,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,36%,27/74 (5000)
KTB,±2.0%,6,4,-+,2D_Reversal_Up,Reversal,🔴 DOWN,45%,38/84 (5000)
KTB,±2.0%,6,4,--,2_Days_Down,Trend,🟢 UP,43%,43/98 (5000)
KTB,±2.0%,6,4,+++,3_Days_Up,Trend,🟢 UP,52%,13/25 (5000)
KTB,±2.0%,6,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,33%,5/15 (5000)
KTB,±2.0%,6,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,55%,5/9 (5000)
KTB,±2.0%,6,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,40%,6/15 (5000)
KTB,±2.0%,6,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,40%,4/10 (5000)
KTB,±2.0%,6,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,33%,5/15 (5000)
KTB,±2.0%,6,4,--+,3D_Reversal_Up,Reversal,🔴 DOWN,33%,8/24 (5000)
KTB,±2.0%,6,4,---,3_Days_Down,Trend,🟢 UP,57%,12/21 (5000)
KTB,±2.0%,6,4,++++,4_Days_Up,Trend,🔴 DOWN,30%,3/10 (5000)
KTB,±2.0%,6,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,33%,2/6 (5000)
KTB,±2.0%,6,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,50%,1/2 (5000)
KTB,±2.0%,6,4,++--,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000)
KTB,±2.0%,6,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,0%,0/1 (5000)
KTB,±2.0%,6,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/1 (5000)
KTB,±2.0%,6,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,2/4 (5000)
KTB,±2.0%,6,4,+---,4D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (5000)
KTB,±2.0%,6,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000)
KTB,±2.0%,6,4,-++-,4D_Mixed_-++-,Mixed,⚪ SIDE,0%,0/2 (5000)
KTB,±2.0%,6,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000)
KTB,±2.0%,6,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,33%,1/3 (5000)
KTB,±2.0%,6,4,--++,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/2 (5000)
KTB,±2.0%,6,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,62%,5/8 (5000)
KTB,±2.0%,6,4,---+,4D_Reversal_Up,Reversal,🔴 DOWN,25%,2/8 (5000)
KTB,±2.0%,6,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000)
KTB,±2.0%,6,4,+++++,Streak_Up_5,Breakout,🔴 DOWN,33%,1/3 (5000)
KTB,±2.0%,6,4,++++++,Streak_Up_6,Breakout,🔴 DOWN,0%,0/1 (5000)
KTC,±2.8%,4,4,+,1_Days_Up,Trend,🟢 UP,43%,212/484 (5000)
KTC,±2.8%,4,4,-,1_Days_Down,Trend,🔴 DOWN,46%,175/373 (5000)
KTC,±2.8%,4,4,++,2_Days_Up,Trend,🟢 UP,45%,39/85 (5000)
KTC,±2.8%,4,4,+-,2D_Reversal_Down,Reversal,🔴 DOWN,31%,15/47 (5000)
KTC,±2.8%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,44%,28/63 (5000)
KTC,±2.8%,4,4,--,2_Days_Down,Trend,🟢 UP,58%,37/63 (5000)
KTC,±2.8%,4,4,+++,3_Days_Up,Trend,🔴 DOWN,25%,4/16 (5000)
KTC,±2.8%,4,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,33%,4/12 (5000)
KTC,±2.8%,4,4,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,20%,1/5 (5000)
KTC,±2.8%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,61%,8/13 (5000)
KTC,±2.8%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,66%,8/12 (5000)
KTC,±2.8%,4,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,18%,2/11 (5000)
KTC,±2.8%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,52%,10/19 (5000)
KTC,±2.8%,4,4,---,3_Days_Down,Trend,🟢 UP,70%,7/10 (5000)
KTC,±2.8%,4,4,++++,4_Days_Up,Trend,⚪ SIDE,0%,0/2 (5000)
KTC,±2.8%,4,4,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/2 (5000)
KTC,±2.8%,4,4,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,0%,0/1 (5000)
KTC,±2.8%,4,4,++--,4D_Reversal_Down,Reversal,🔴 DOWN,33%,1/3 (5000)
KTC,±2.8%,4,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,0%,0/2 (5000)
KTC,±2.8%,4,4,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,50%,2/4 (5000)
KTC,±2.8%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (5000)
KTC,±2.8%,4,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,33%,2/6 (5000)
KTC,±2.8%,4,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,0%,0/1 (5000)
KTC,±2.8%,4,4,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (5000)
KTC,±2.8%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,80%,4/5 (5000)
KTC,±2.8%,4,4,--++,4D_Reversal_Up,Reversal,🟢 UP,80%,4/5 (5000)
KTC,±2.8%,4,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,25%,1/4 (5000)
KTC,±2.8%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,66%,2/3 (5000)
KTC,±2.8%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000)
LH,±1.9%,5,5,+,1_Days_Up,Trend,🔴 DOWN,36%,257/696 (5000)
LH,±1.9%,5,5,-,1_Days_Down,Trend,🟢 UP,46%,310/669 (5000)
LH,±1.9%,5,5,++,2_Days_Up,Trend,🔴 DOWN,40%,56/138 (5000)
LH,±1.9%,5,5,+-,2D_Reversal_Down,Reversal,🔴 DOWN,42%,59/138 (5000)
LH,±1.9%,5,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,36%,48/131 (5000)
LH,±1.9%,5,5,--,2_Days_Down,Trend,🟢 UP,47%,57/120 (5000)
LH,±1.9%,5,5,+++,3_Days_Up,Trend,🔴 DOWN,42%,12/28 (5000)
LH,±1.9%,5,5,++-,3D_Reversal_Down,Reversal,🟢 UP,51%,19/37 (5000)
LH,±1.9%,5,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,24%,7/29 (5000)
LH,±1.9%,5,5,+--,3D_Reversal_Down,Reversal,🟢 UP,50%,15/30 (5000)
LH,±1.9%,5,5,-++,3D_Reversal_Up,Reversal,🟢 UP,51%,17/33 (5000)
LH,±1.9%,5,5,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,45%,16/35 (5000)
LH,±1.9%,5,5,--+,3D_Reversal_Up,Reversal,🔴 DOWN,41%,15/36 (5000)
LH,±1.9%,5,5,---,3_Days_Down,Trend,🟢 UP,59%,16/27 (5000)
LH,±1.9%,5,5,++++,4_Days_Up,Trend,🟢 UP,66%,4/6 (5000)
LH,±1.9%,5,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,62%,5/8 (5000)
LH,±1.9%,5,5,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,25%,3/12 (5000)
LH,±1.9%,5,5,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,4/8 (5000)
LH,±1.9%,5,5,+-++,4D_Mixed_+-++,Mixed,🟢 UP,80%,4/5 (5000)
LH,±1.9%,5,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (5000)
LH,±1.9%,5,5,+--+,4D_Mixed_+--+,Mixed,🟢 UP,70%,7/10 (5000)
LH,±1.9%,5,5,+---,4D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (5000)
LH,±1.9%,5,5,-+++,4D_Reversal_Up,Reversal,🟢 UP,57%,4/7 (5000)
LH,±1.9%,5,5,-++-,4D_Mixed_-++-,Mixed,🟢 UP,50%,4/8 (5000)
LH,±1.9%,5,5,-+-+,4D_Reversal_Up,Reversal,🟢 UP,37%,3/8 (5000)
LH,±1.9%,5,5,-+--,4D_Mixed_-+--,Mixed,🟢 UP,62%,5/8 (5000)
LH,±1.9%,5,5,--++,4D_Reversal_Up,Reversal,🟢 UP,58%,7/12 (5000)
LH,±1.9%,5,5,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,54%,6/11 (5000)
LH,±1.9%,5,5,---+,4D_Reversal_Up,Reversal,🔴 DOWN,23%,3/13 (5000)
LH,±1.9%,5,5,----,4_Days_Down,Trend,🟢 UP,66%,4/6 (5000)
LH,±1.9%,5,5,+++++,Streak_Up_5,Breakout,🔴 DOWN,0%,0/1 (5000)
LH,±1.9%,5,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (5000)
MINT,±1.6%,5,7,+,1_Days_Up,Trend,🟢 UP,37%,357/947 (5000)
MINT,±1.6%,5,7,-,1_Days_Down,Trend,🟢 UP,45%,397/878 (5000)
MINT,±1.6%,5,7,++,2_Days_Up,Trend,🔴 DOWN,31%,61/194 (5000)
MINT,±1.6%,5,7,+-,2D_Reversal_Down,Reversal,🟢 UP,42%,85/199 (5000)
MINT,±1.6%,5,7,-+,2D_Reversal_Up,Reversal,🔴 DOWN,41%,87/211 (5000)
MINT,±1.6%,5,7,--,2_Days_Down,Trend,🟢 UP,51%,91/176 (5000)
MINT,±1.6%,5,7,+++,3_Days_Up,Trend,🔴 DOWN,21%,7/33 (5000)
MINT,±1.6%,5,7,++-,3D_Reversal_Down,Reversal,🟢 UP,43%,25/57 (5000)
MINT,±1.6%,5,7,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,38%,18/47 (5000)
MINT,±1.6%,5,7,+--,3D_Reversal_Down,Reversal,🟢 UP,48%,21/43 (5000)
MINT,±1.6%,5,7,-++,3D_Reversal_Up,Reversal,🔴 DOWN,34%,16/47 (5000)
MINT,±1.6%,5,7,-+-,3D_Mixed_-+-,Mixed,🟢 UP,50%,25/50 (5000)
MINT,±1.6%,5,7,--+,3D_Reversal_Up,Reversal,🟢 UP,41%,27/65 (5000)
MINT,±1.6%,5,7,---,3_Days_Down,Trend,🟢 UP,56%,23/41 (5000)
MINT,±1.6%,5,7,++++,4_Days_Up,Trend,🔴 DOWN,16%,1/6 (5000)
MINT,±1.6%,5,7,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,38%,7/18 (5000)
MINT,±1.6%,5,7,++-+,4D_Mixed_++-+,Mixed,🟢 UP,40%,8/20 (5000)
MINT,±1.6%,5,7,++--,4D_Reversal_Down,Reversal,🟢 UP,53%,8/15 (5000)
MINT,±1.6%,5,7,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,45%,5/11 (5000)
MINT,±1.6%,5,7,+-+-,4D_Reversal_Down,Reversal,🟢 UP,53%,8/15 (5000)
MINT,±1.6%,5,7,+--+,4D_Mixed_+--+,Mixed,🟢 UP,46%,7/15 (5000)
MINT,±1.6%,5,7,+---,4D_Reversal_Down,Reversal,🔴 DOWN,50%,4/8 (5000)
MINT,±1.6%,5,7,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,20%,1/5 (5000)
MINT,±1.6%,5,7,-++-,4D_Mixed_-++-,Mixed,🟢 UP,69%,9/13 (5000)
MINT,±1.6%,5,7,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,46%,6/13 (5000)
MINT,±1.6%,5,7,-+--,4D_Mixed_-+--,Mixed,🟢 UP,61%,8/13 (5000)
MINT,±1.6%,5,7,--++,4D_Reversal_Up,Reversal,🔴 DOWN,20%,3/15 (5000)
MINT,±1.6%,5,7,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,37%,6/16 (5000)
MINT,±1.6%,5,7,---+,4D_Reversal_Up,Reversal,🔴 DOWN,28%,6/21 (5000)
MINT,±1.6%,5,7,----,4_Days_Down,Trend,🟢 UP,60%,6/10 (5000)
MINT,±1.6%,5,7,+++++,Streak_Up_5,Breakout,🔴 DOWN,0%,0/1 (5000)
MINT,±1.6%,5,7,-----,Streak_Down_5,Breakout,🟢 UP,50%,2/4 (5000)
MINT,±1.6%,5,7,------,Streak_Down_6,Breakout,🟢 UP,50%,1/2 (5000)
MINT,±1.6%,5,7,-------,Streak_Down_7,Breakout,🟢 UP,100%,1/1 (5000)
MTC,±3.5%,3,3,+,1_Days_Up,Trend,🔴 DOWN,40%,77/188 (2710)
MTC,±3.5%,3,3,-,1_Days_Down,Trend,🟢 UP,52%,69/131 (2710)
MTC,±3.5%,3,3,++,2_Days_Up,Trend,🟢 UP,58%,10/17 (2710)
MTC,±3.5%,3,3,+-,2D_Reversal_Down,Reversal,🔴 DOWN,33%,4/12 (2710)
MTC,±3.5%,3,3,-+,2D_Reversal_Up,Reversal,🔴 DOWN,45%,9/20 (2710)
MTC,±3.5%,3,3,--,2_Days_Down,Trend,🟢 UP,60%,9/15 (2710)
MTC,±3.5%,3,3,+++,3_Days_Up,Trend,🟢 UP,50%,1/2 (2710)
MTC,±3.5%,3,3,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2710)
MTC,±3.5%,3,3,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,0%,0/1 (2710)
MTC,±3.5%,3,3,+--,3D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (2710)
MTC,±3.5%,3,3,-++,3D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (2710)
MTC,±3.5%,3,3,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,20%,1/5 (2710)
MTC,±3.5%,3,3,--+,3D_Reversal_Up,Reversal,🔴 DOWN,25%,1/4 (2710)
MTC,±3.5%,3,3,---,3_Days_Down,Trend,🟢 UP,100%,1/1 (2710)
OR,±3.1%,2,2,+,1_Days_Up,Trend,🟢 UP,46%,24/52 (1198)
OR,±3.1%,2,2,-,1_Days_Down,Trend,🟢 UP,50%,18/36 (1198)
OR,±3.1%,2,2,++,2_Days_Up,Trend,🔴 DOWN,50%,2/4 (1198)
OR,±3.1%,2,2,+-,2D_Reversal_Down,Reversal,🔴 DOWN,50%,2/4 (1198)
OR,±3.1%,2,2,-+,2D_Reversal_Up,Reversal,🔴 DOWN,25%,1/4 (1198)
OR,±3.1%,2,2,--,2_Days_Down,Trend,🟢 UP,100%,2/2 (1198)
OR,±3.1%,2,2,++-,3D_Reversal_Down,Reversal,🔴 DOWN,0%,0/1 (1198)
OR,±3.1%,2,2,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,0%,0/1 (1198)
OR,±3.1%,2,2,+--,3D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (1198)
OR,±3.1%,2,2,-++,3D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (1198)
OR,±3.1%,2,2,-+-,3D_Mixed_-+-,Mixed,🟢 UP,100%,1/1 (1198)
OR,±3.1%,2,2,--+,3D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (1198)
OSP,±2.5%,3,5,+,1_Days_Up,Trend,🟢 UP,39%,56/143 (1762)
OSP,±2.5%,3,5,-,1_Days_Down,Trend,🟢 UP,47%,55/117 (1762)
OSP,±2.5%,3,5,++,2_Days_Up,Trend,🔴 DOWN,31%,7/22 (1762)
OSP,±2.5%,3,5,+-,2D_Reversal_Down,Reversal,🟢 UP,61%,8/13 (1762)
OSP,±2.5%,3,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,40%,6/15 (1762)
OSP,±2.5%,3,5,--,2_Days_Down,Trend,🔴 DOWN,50%,5/10 (1762)
OSP,±2.5%,3,5,+++,3_Days_Up,Trend,🔴 DOWN,33%,1/3 (1762)
OSP,±2.5%,3,5,++-,3D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (1762)
OSP,±2.5%,3,5,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (1762)
OSP,±2.5%,3,5,-++,3D_Reversal_Up,Reversal,🟢 UP,33%,1/3 (1762)
OSP,±2.5%,3,5,-+-,3D_Mixed_-+-,Mixed,⚪ SIDE,0%,0/2 (1762)
OSP,±2.5%,3,5,--+,3D_Reversal_Up,Reversal,🔴 DOWN,0%,0/2 (1762)
OSP,±2.5%,3,5,---,3_Days_Down,Trend,🔴 DOWN,0%,0/3 (1762)
OSP,±2.5%,3,5,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,50%,1/2 (1762)
OSP,±2.5%,3,5,--+-,4D_Mixed_--+-,Mixed,⚪ SIDE,0%,0/1 (1762)
OSP,±2.5%,3,5,----,4_Days_Down,Trend,🔴 DOWN,0%,0/2 (1762)
OSP,±2.5%,3,5,-----,Streak_Down_5,Breakout,🔴 DOWN,0%,0/1 (1762)
PLANB,±4.8%,3,2,+,1_Days_Up,Trend,🟢 UP,40%,36/89 (2656)
PLANB,±4.8%,3,2,-,1_Days_Down,Trend,🔴 DOWN,44%,26/59 (2656)
PLANB,±4.8%,3,2,++,2_Days_Up,Trend,🔴 DOWN,30%,3/10 (2656)
PLANB,±4.8%,3,2,+-,2D_Reversal_Down,Reversal,🔴 DOWN,25%,1/4 (2656)
PLANB,±4.8%,3,2,-+,2D_Reversal_Up,Reversal,🟢 UP,33%,1/3 (2656)
PLANB,±4.8%,3,2,--,2_Days_Down,Trend,🟢 UP,60%,3/5 (2656)
PLANB,±4.8%,3,2,+++,3_Days_Up,Trend,🔴 DOWN,0%,0/1 (2656)
PLANB,±4.8%,3,2,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2656)
PLANB,±4.8%,3,2,+--,3D_Reversal_Down,Reversal,🔴 DOWN,0%,0/1 (2656)
PLANB,±4.8%,3,2,-++,3D_Reversal_Up,Reversal,🔴 DOWN,0%,0/1 (2656)
PLANB,±4.8%,3,2,--+,3D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (2656)
PTT,±1.2%,6,6,+,1_Days_Up,Trend,🟢 UP,43%,426/981 (5000)
PTT,±1.2%,6,6,-,1_Days_Down,Trend,🔴 DOWN,44%,424/944 (5000)
PTT,±1.2%,6,6,++,2_Days_Up,Trend,🔴 DOWN,40%,97/237 (5000)
PTT,±1.2%,6,6,+-,2D_Reversal_Down,Reversal,🟢 UP,45%,92/203 (5000)
PTT,±1.2%,6,6,-+,2D_Reversal_Up,Reversal,🟢 UP,44%,96/215 (5000)
PTT,±1.2%,6,6,--,2_Days_Down,Trend,🔴 DOWN,47%,116/243 (5000)
PTT,±1.2%,6,6,+++,3_Days_Up,Trend,🔴 DOWN,44%,22/49 (5000)
PTT,±1.2%,6,6,++-,3D_Reversal_Down,Reversal,🟢 UP,49%,32/65 (5000)
PTT,±1.2%,6,6,+-+,3D_Mixed_+-+,Mixed,🟢 UP,46%,24/52 (5000)
PTT,±1.2%,6,6,+--,3D_Reversal_Down,Reversal,🔴 DOWN,44%,22/50 (5000)
PTT,±1.2%,6,6,-++,3D_Reversal_Up,Reversal,🔴 DOWN,38%,25/65 (5000)
PTT,±1.2%,6,6,-+-,3D_Mixed_-+-,Mixed,🟢 UP,41%,19/46 (5000)
PTT,±1.2%,6,6,--+,3D_Reversal_Up,Reversal,🔴 DOWN,45%,30/66 (5000)
PTT,±1.2%,6,6,---,3_Days_Down,Trend,🟢 UP,50%,38/75 (5000)
PTT,±1.2%,6,6,++++,4_Days_Up,Trend,🔴 DOWN,45%,5/11 (5000)
PTT,±1.2%,6,6,+++-,4D_Reversal_Down,Reversal,🟢 UP,56%,9/16 (5000)
PTT,±1.2%,6,6,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,31%,6/19 (5000)
PTT,±1.2%,6,6,++--,4D_Reversal_Down,Reversal,🔴 DOWN,53%,7/13 (5000)
PTT,±1.2%,6,6,+-++,4D_Mixed_+-++,Mixed,🟢 UP,44%,8/18 (5000)
PTT,±1.2%,6,6,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,20%,2/10 (5000)
PTT,±1.2%,6,6,+--+,4D_Mixed_+--+,Mixed,🟢 UP,80%,8/10 (5000)
PTT,±1.2%,6,6,+---,4D_Reversal_Down,Reversal,🔴 DOWN,12%,2/16 (5000)
PTT,±1.2%,6,6,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,50%,7/14 (5000)
PTT,±1.2%,6,6,-++-,4D_Mixed_-++-,Mixed,🟢 UP,54%,12/22 (5000)
PTT,±1.2%,6,6,-+-+,4D_Reversal_Up,Reversal,🟢 UP,71%,10/14 (5000)
PTT,±1.2%,6,6,-+--,4D_Mixed_-+--,Mixed,🟢 UP,45%,5/11 (5000)
PTT,±1.2%,6,6,--++,4D_Reversal_Up,Reversal,🔴 DOWN,47%,9/19 (5000)
PTT,±1.2%,6,6,--+-,4D_Mixed_--+-,Mixed,🟢 UP,61%,11/18 (5000)
PTT,±1.2%,6,6,---+,4D_Reversal_Up,Reversal,🔴 DOWN,40%,12/30 (5000)
PTT,±1.2%,6,6,----,4_Days_Down,Trend,🟢 UP,68%,13/19 (5000)
PTT,±1.2%,6,6,+++++,Streak_Up_5,Breakout,🔴 DOWN,33%,1/3 (5000)
PTT,±1.2%,6,6,-----,Streak_Down_5,Breakout,🟢 UP,80%,4/5 (5000)
PTT,±1.2%,6,6,++++++,Streak_Up_6,Breakout,🔴 DOWN,0%,0/1 (5000)
PTT,±1.2%,6,6,------,Streak_Down_6,Breakout,🟢 UP,100%,1/1 (5000)
PTTEP,±1.5%,6,6,+,1_Days_Up,Trend,🟢 UP,43%,394/906 (5000)
PTTEP,±1.5%,6,6,-,1_Days_Down,Trend,🟢 UP,48%,437/909 (5000)
