Market,Symbol,Bucket,Trades,WinRate,AvgReturn
THAI,SET,Normal,548,45.62043795620438,0.18721554377330707
THAI,SET,High Vol,515,41.55339805825243,-0.0014331389637249324
THAI,SET,Spike,313,43.45047923322684,0.04593778067406623
THAI,SET,Low Vol,741,38.46153846153847,-0.0997133013556707
THAI,SET,Normal,666,43.093093093093096,0.07835423748681536
THAI,SET,High Vol,631,43.10618066561015,0.06966740692260356
THAI,SET,Spike,296,45.27027027027027,0.3300890196730963
THAI,SET,Low Vol,1045,42.77511961722488,-0.06719315647248349
THAI,SET,Normal,598,46.32107023411371,0.1482316486341161
THAI,SET,High Vol,585,44.1025641025641,0.20224630327312604
THAI,SET,Spike,384,40.625,0.31040196802146386
THAI,SET,Low Vol,952,40.96638655462185,0.03143087298597984
THAI,SET,Normal,375,38.4,-0.053843416059808503
THAI,SET,High Vol,370,45.40540540540541,0.5000125669814076
THAI,SET,Spike,435,35.63218390804598,0.004601504105121622
THAI,SET,Low Vol,845,44.142011834319526,0.08782376238455616
THAI,SET,Normal,733,39.972714870395635,-0.028785171382172615
THAI,SET,High Vol,697,37.73314203730273,-0.14301350741627236
THAI,SET,Spike,256,47.265625,0.15918434214533383
THAI,SET,Low Vol,924,40.8008658008658,-0.05771690878203794
THAI,SET,Normal,630,38.730158730158735,-0.018941162966045706
THAI,SET,High Vol,590,39.32203389830509,-0.037398541910938325
THAI,SET,Spike,353,43.05949008498583,0.19371755643546557
THAI,SET,Low Vol,616,42.2077922077922,0.13554112419367043
THAI,SET,Normal,391,37.084398976982094,-0.12290122174695627
THAI,SET,High Vol,363,40.77134986225895,0.020580830695385976
THAI,SET,Spike,211,45.497630331753555,0.17534217410814518
THAI,SET,Low Vol,830,41.445783132530124,0.03530805790779158
THAI,SET,Normal,749,40.85447263017357,0.04442534338527604
THAI,SET,High Vol,695,42.014388489208635,0.13973950779247182
THAI,SET,Spike,297,41.41414141414141,0.13254583879355641
THAI,SET,Low Vol,503,42.54473161033797,0.07091286875058199
THAI,SET,Normal,417,45.80335731414868,0.20734476614844377
THAI,SET,High Vol,412,40.53398058252427,-0.08782878692929819
THAI,SET,Spike,172,43.02325581395349,0.15910659974755212
THAI,SET,Low Vol,1216,39.555921052631575,-0.0824225973226212
THAI,SET,Normal,414,36.473429951690825,0.10535877614604895
THAI,SET,High Vol,365,45.20547945205479,0.5737220251944936
THAI,SET,Spike,446,42.600896860986545,0.045310869557132205
THAI,SET,Low Vol,264,39.77272727272727,0.013763135359837409
THAI,SET,Normal,123,40.65040650406504,-0.07541753268360296
THAI,SET,High Vol,111,38.73873873873874,-0.3221925000836801
THAI,SET,Spike,66,48.484848484848484,0.06336523511237878
THAI,SET,Low Vol,132,40.15151515151515,-0.06774033852943058
THAI,SET,Normal,149,40.939597315436245,0.1574254191481101
THAI,SET,High Vol,138,38.405797101449274,0.08396694870191304
THAI,SET,Spike,62,43.54838709677419,0.28246641883432266
THAI,SET,Low Vol,564,38.297872340425535,0.024017409055444236
THAI,SET,Normal,347,42.363112391930834,-0.020624019296150067
THAI,SET,High Vol,346,43.641618497109825,0.12316927799175913
THAI,SET,Spike,173,44.50867052023121,0.21477186927051173
THAI,SET,Low Vol,249,40.16064257028113,-0.08372057407937077
THAI,SET,Normal,239,41.84100418410041,0.0664145824255731
THAI,SET,High Vol,216,37.96296296296296,0.041315813864817724
THAI,SET,Spike,105,44.761904761904766,0.10005265048648392
THAI,SET,Low Vol,554,40.43321299638989,-0.056690062963605986
THAI,SET,Normal,386,40.932642487046635,0.007095893442617531
THAI,SET,High Vol,358,39.94413407821229,-0.08999564230148752
THAI,SET,Spike,192,42.1875,0.12923972182669388
THAI,SET,Low Vol,322,41.30434782608695,0.10416396153466959
THAI,SET,Normal,180,41.11111111111111,0.11740659545719605
THAI,SET,High Vol,196,42.857142857142854,0.16398766730706754
THAI,SET,Spike,139,37.410071942446045,-0.04854187116338228
THAI,SET,Low Vol,1265,41.027667984189726,-0.0930073493129754
THAI,SET,Normal,726,43.25068870523416,0.04585384918494833
THAI,SET,High Vol,640,42.5,-0.06767191348032833
THAI,SET,Spike,413,43.341404358353515,0.5696084022179877
THAI,SET,Low Vol,650,41.84615384615385,0.04899983571473212
THAI,SET,Normal,471,41.18895966029724,-0.043011391508202386
THAI,SET,High Vol,389,44.2159383033419,0.29303776108627005
THAI,SET,Spike,235,37.4468085106383,-0.11323461220620523
THAI,SET,Low Vol,592,43.58108108108108,0.04421686671072541
THAI,SET,Normal,757,46.23513870541612,0.057567896091392866
THAI,SET,High Vol,664,39.60843373493976,-0.13215238617948244
THAI,SET,Spike,203,51.231527093596064,0.2885914560989472
THAI,SET,Low Vol,720,44.861111111111114,-0.016417058532123826
THAI,SET,Normal,860,44.883720930232556,-0.02099159494009519
THAI,SET,High Vol,730,46.57534246575342,0.13274354273891995
THAI,SET,Spike,238,45.378151260504204,0.013242180345704575
THAI,SET,Low Vol,522,44.44444444444444,0.23131304988045395
THAI,SET,Normal,618,46.116504854368934,0.1203551651434073
THAI,SET,High Vol,544,42.095588235294116,-0.1094326554848044
THAI,SET,Spike,157,38.21656050955414,-0.2047527623075502
THAI,SET,Low Vol,764,41.2303664921466,-0.024345710105529574
THAI,SET,Normal,616,37.5,-0.04492250315026115
THAI,SET,High Vol,584,42.12328767123288,0.12208703092296838
THAI,SET,Spike,295,41.01694915254237,0.36582862949773093
THAI,SET,Low Vol,536,38.992537313432834,-0.06167602484558844
THAI,SET,Normal,449,41.42538975501114,0.06905835717943934
THAI,SET,High Vol,468,39.1025641025641,0.1392413833724654
THAI,SET,Spike,224,39.285714285714285,-0.07002626190500423
THAI,SET,Low Vol,1119,39.05272564789991,0.07266168969263563
THAI,SET,Normal,526,34.79087452471482,-0.1512736818799256
THAI,SET,High Vol,539,39.332096474953616,-0.06594808731615902
THAI,SET,Spike,425,34.11764705882353,-0.36512253515120646
THAI,SET,Low Vol,407,33.415233415233416,-0.11066444626720394
THAI,SET,Normal,169,44.37869822485207,0.4889454745404539
THAI,SET,High Vol,161,37.267080745341616,-0.009134135467595198
THAI,SET,Spike,106,35.84905660377358,-1.0849714448836627
THAI,SET,Low Vol,599,43.572621035058425,0.10944753537377465
THAI,SET,Normal,525,46.476190476190474,0.004332282883813675
THAI,SET,High Vol,442,43.21266968325792,0.2136093253353441
THAI,SET,Spike,179,39.10614525139665,-0.3160304665031792
THAI,SET,Low Vol,683,45.827232796486086,0.12098621192826717
THAI,SET,Normal,724,43.784530386740336,0.033289684256670095
THAI,SET,High Vol,620,42.74193548387097,0.08815246781667088
THAI,SET,Spike,246,43.49593495934959,0.2696829054725783
THAI,SET,Low Vol,516,43.02325581395349,-0.02594336843681866
THAI,SET,Normal,615,41.46341463414634,-0.0036424705926130807
THAI,SET,High Vol,599,41.736227045075125,-0.03935876424293497
THAI,SET,Spike,240,47.91666666666667,0.3364491580702439
THAI,SET,Low Vol,196,34.69387755102041,-0.2872834792562217
THAI,SET,Normal,162,41.358024691358025,-0.022907304838650864
THAI,SET,High Vol,193,41.968911917098445,0.09670002970278864
THAI,SET,Spike,80,41.25,0.03418475214590311
THAI,SET,Low Vol,1333,38.63465866466617,-0.04621172262283436
THAI,SET,Normal,517,38.684719535783366,-0.11674238789634075
THAI,SET,High Vol,497,44.26559356136821,0.34270412492511154
THAI,SET,Spike,481,42.61954261954262,0.2702129506946445
THAI,SET,Low Vol,1014,40.23668639053255,0.012120593374071597
THAI,SET,Normal,600,40.0,0.034209591406619284
THAI,SET,High Vol,578,42.04152249134948,0.11975469995994378
THAI,SET,Spike,403,41.43920595533499,0.1844308096484235
THAI,SET,Low Vol,433,33.71824480369515,-0.2006566442323758
THAI,SET,Normal,223,42.152466367713004,0.011527534495074246
THAI,SET,High Vol,198,48.484848484848484,0.10588898019574627
THAI,SET,Spike,136,50.73529411764706,0.5558469060469688
THAI,SET,Low Vol,646,38.69969040247678,-0.009198931537838186
THAI,SET,Normal,348,41.09195402298851,0.11486586765259311
THAI,SET,High Vol,363,37.46556473829201,-0.08698371551118847
THAI,SET,Spike,232,43.103448275862064,0.023259958451832922
THAI,SET,Low Vol,252,42.46031746031746,0.06027599860343984
THAI,SET,Normal,139,43.884892086330936,0.043928468928990085
THAI,SET,High Vol,159,44.0251572327044,0.20780498191574934
THAI,SET,Spike,71,43.66197183098591,0.01643046354285379
THAI,SET,Low Vol,880,43.29545454545455,0.10403603767087756
THAI,SET,Normal,719,43.671766342141865,0.10752298853594879
THAI,SET,High Vol,669,42.89985052316891,0.05871713587153034
THAI,SET,Spike,289,42.56055363321799,0.16563841051168918
THAI,SET,Low Vol,458,41.26637554585153,0.03294830119607741
THAI,SET,Normal,393,40.458015267175576,0.031246389582006418
THAI,SET,High Vol,399,40.852130325814535,-0.040852004485694225
THAI,SET,Spike,139,41.726618705035975,-0.04800306006003254
THAI,SET,Low Vol,400,37.5,-0.055737614704560866
THAI,SET,Normal,172,37.2093023255814,0.28885981287306184
THAI,SET,High Vol,136,38.970588235294116,0.12341379909077554
THAI,SET,Spike,161,40.993788819875775,0.24509605810262003
THAI,SET,Low Vol,995,39.698492462311556,0.019588206358087615
THAI,SET,Normal,571,41.33099824868651,0.02356669730615376
THAI,SET,High Vol,549,40.619307832422585,-0.04357028535417439
THAI,SET,Spike,420,41.904761904761905,0.26295663740430064
THAI,SET,Low Vol,280,40.35714285714286,0.10021410823440549
THAI,SET,Normal,211,43.60189573459716,0.09690185621591454
THAI,SET,High Vol,179,36.87150837988827,-0.2766380282534188
THAI,SET,Spike,96,39.58333333333333,-0.1671205085983256
THAI,SET,Low Vol,1599,33.520950594121324,-0.03746100757290229
THAI,SET,Normal,496,34.67741935483871,0.1746317445435764
THAI,SET,High Vol,476,35.08403361344538,-0.004484789698924122
THAI,SET,Spike,514,32.490272373540854,0.0006583833232244745
THAI,SET,Low Vol,1068,40.355805243445694,0.009327154786912515
THAI,SET,Normal,545,43.30275229357798,-0.0005700416202525457
THAI,SET,High Vol,535,40.93457943925234,0.20840132044979182
THAI,SET,Spike,461,39.69631236442516,0.20813356317923454
THAI,SET,Low Vol,751,41.27829560585886,-0.01903225107471631
THAI,SET,Normal,585,43.24786324786325,0.011525871383321328
THAI,SET,High Vol,560,43.57142857142857,0.12440433029668065
THAI,SET,Spike,283,44.522968197879855,0.32563934702220093
THAI,SET,Low Vol,1241,37.792103142626914,0.07929260632731323
THAI,SET,Normal,487,36.55030800821355,-0.11873654864913114
THAI,SET,High Vol,442,43.89140271493213,0.11530359976434844
THAI,SET,Spike,462,36.79653679653679,-0.08069849064257494
THAI,SET,Low Vol,328,38.41463414634146,-0.042945333396516225
THAI,SET,Normal,162,46.913580246913575,-0.16602548391694133
THAI,SET,High Vol,198,42.42424242424242,-0.24086406742564806
THAI,SET,Spike,136,44.85294117647059,-0.12133171829664248
THAI,SET,Low Vol,225,39.111111111111114,-0.19327950092720894
THAI,SET,Normal,168,39.88095238095239,0.08228853500336636
THAI,SET,High Vol,173,36.99421965317919,0.08061442740899319
THAI,SET,Spike,66,42.42424242424242,0.24265963376756627
THAI,SET,Low Vol,651,36.55913978494624,-0.06294383028438168
THAI,SET,Normal,287,39.721254355400696,-0.02028942251749641
THAI,SET,High Vol,345,41.73913043478261,0.025828890099943633
THAI,SET,Spike,328,39.02439024390244,0.21385918768512144
THAI,SET,Low Vol,667,38.23088455772114,-0.11735514319868257
THAI,SET,Normal,541,43.622920517560075,0.15311498822426736
THAI,SET,High Vol,512,43.9453125,0.18036529760771747
THAI,SET,Spike,275,40.0,0.045416399079025574
THAI,SET,Low Vol,634,41.6403785488959,-0.0969582958881248
THAI,SET,Normal,319,39.49843260188088,-0.05173563908445297
THAI,SET,High Vol,310,39.67741935483871,0.0559905805163212
THAI,SET,Spike,201,40.79601990049751,0.1958964929926315
THAI,SET,Low Vol,1068,39.04494382022472,0.10882387620881075
THAI,SET,Normal,401,44.13965087281795,0.21241115827071183
THAI,SET,High Vol,420,39.285714285714285,0.04527024335243908
THAI,SET,Spike,429,36.13053613053613,-0.2886203143111355
THAI,SET,Low Vol,131,37.404580152671755,-0.1348516554480262
THAI,SET,Normal,116,41.37931034482759,0.2497603750944792
THAI,SET,High Vol,116,38.793103448275865,0.03218364477783359
THAI,SET,Spike,60,41.66666666666667,0.1881750340837699
THAI,SET,Low Vol,423,38.53427895981088,0.0456303030750914
THAI,SET,Normal,256,41.40625,0.041822464707698265
THAI,SET,High Vol,239,39.74895397489539,0.04692278325330551
THAI,SET,Spike,139,44.60431654676259,0.18255932230265962
THAI,SET,Low Vol,874,43.24942791762014,0.0375387005016555
THAI,SET,Normal,822,46.95863746958637,0.07907508560668809
THAI,SET,High Vol,771,43.320363164721144,-0.015354120138534327
THAI,SET,Spike,262,48.091603053435115,0.16313352711498658
THAI,SET,Low Vol,1011,38.57566765578635,-0.022825803272928772
THAI,SET,Normal,505,36.83168316831683,-0.0980543148543185
THAI,SET,High Vol,494,38.05668016194332,0.0036662041943299082
THAI,SET,Spike,444,41.21621621621622,0.07571952890990123
THAI,SET,Low Vol,184,34.78260869565217,-0.11862538345896775
THAI,SET,Normal,135,48.888888888888886,0.20485685687115232
THAI,SET,High Vol,152,38.81578947368421,-0.1702762760569735
THAI,SET,Spike,94,37.234042553191486,-0.4152219391187558
THAI,SET,Low Vol,398,42.96482412060301,0.09195238433446568
THAI,SET,Normal,212,40.09433962264151,-0.03184657650413173
THAI,SET,High Vol,214,46.728971962616825,0.11780703340128858
THAI,SET,Spike,139,39.568345323741006,-0.06333954902586238
THAI,SET,Low Vol,124,35.483870967741936,-0.1722043353342367
THAI,SET,Normal,90,45.55555555555556,0.32594746712841277
THAI,SET,High Vol,99,46.464646464646464,0.10759247309595726
THAI,SET,Spike,48,39.58333333333333,0.3048564017585552
THAI,SET,Low Vol,814,40.04914004914005,0.0769372329105744
THAI,SET,Normal,593,39.46037099494098,0.014642142790278211
THAI,SET,High Vol,608,38.32236842105263,0.07317707617678218
THAI,SET,Spike,364,40.10989010989011,-0.05929830984497394
THAI,SET,Low Vol,787,44.09148665819568,0.038463771884422036
THAI,SET,Normal,566,42.75618374558304,0.05276928938633848
THAI,SET,High Vol,596,43.12080536912752,0.055946489622182766
THAI,SET,Spike,300,37.666666666666664,-0.06932802640080385
THAI,SET,Low Vol,674,37.68545994065282,-0.052806141488627
THAI,SET,Normal,435,42.06896551724138,0.1246030666618329
THAI,SET,High Vol,380,36.578947368421055,-0.28808094865795847
THAI,SET,Spike,248,35.88709677419355,-0.07922577171324455
THAI,SET,Low Vol,619,42.972536348949916,0.0925623406446837
THAI,SET,Normal,408,40.19607843137255,0.04243941054579873
THAI,SET,High Vol,395,40.25316455696203,0.009148052969848915
THAI,SET,Spike,253,41.50197628458498,0.31047154377491853
THAI,SET,Low Vol,326,45.0920245398773,0.014884413178965553
THAI,SET,Normal,234,43.58974358974359,0.06581729847193515
THAI,SET,High Vol,226,40.707964601769916,-0.153017774052555
THAI,SET,Spike,137,40.87591240875913,0.2265857390910515
